stdev,mse,kpPred,tauPred,thetaPred,kpTrue,tauTrue,thetaTrue
4.0,20.520760375189557,4.507662296295166,7.8946404457092285,4.620009899139404,3.7272727272727275,8.0,4.7272727272727275
4.0,29.301096645827272,5.843535900115967,8.099163055419922,10.387224197387695,6.090909090909091,7.545454545454546,9.818181818181818
4.0,11.496546540717029,2.482750415802002,5.215797424316406,8.083353042602539,2.0,5.7272727272727275,7.636363636363637
4.0,5.053213762343936,2.882020950317383,9.115541458129883,6.985043525695801,2.4545454545454546,8.454545454545455,6.909090909090909
4.0,43.55039678440117,8.646570205688477,4.9692840576171875,5.686781406402588,8.0,4.545454545454545,5.363636363636363
4.0,27.671114198732525,4.872018337249756,7.5857977867126465,4.308911323547363,5.363636363636363,7.818181818181818,5.181818181818182
4.0,120.70822126397162,8.273324966430664,3.6632139682769775,7.688169956207275,9.545454545454545,3.909090909090909,7.545454545454546
4.0,33.52581082421796,6.88616418838501,8.767921447753906,6.9830498695373535,8.0,10.0,7.181818181818182
4.0,167.65223149604287,9.03115463256836,1.4771233797073364,6.2664475440979,9.272727272727273,1.2727272727272727,6.545454545454546
4.0,10.715568819902026,3.114809513092041,5.260876655578613,1.2007055282592773,3.3636363636363638,4.454545454545455,1.0
4.0,308.51430970400827,8.199030876159668,5.556912422180176,11.315570831298828,9.454545454545455,5.2727272727272725,9.90909090909091
4.0,44.75225746642808,8.681264877319336,6.823310375213623,8.133237838745117,8.09090909090909,7.636363636363637,8.272727272727273
4.0,15.083782274750526,1.5760921239852905,2.6906962394714355,4.582907676696777,1.9090909090909092,2.090909090909091,4.363636363636363
4.0,27.43797210527417,3.7053611278533936,6.322541236877441,11.320161819458008,3.272727272727273,6.2727272727272725,10.0
4.0,2.337990421747269,2.7531206607818604,6.428778648376465,4.442602634429932,2.6363636363636367,6.818181818181818,4.272727272727273
4.0,6.286205389711622,5.874576568603516,5.998898983001709,4.656197547912598,5.909090909090909,6.636363636363637,4.454545454545455
4.0,32.136190005803286,2.500938892364502,1.4946339130401611,4.693451881408691,2.0,1.9090909090909092,5.0
4.0,11.065288266667107,4.288244724273682,10.206827163696289,10.396303176879883,4.545454545454545,9.545454545454545,9.90909090909091
4.0,20.344569564351662,4.693429470062256,7.51239013671875,7.709715843200684,4.636363636363637,7.545454545454546,8.545454545454547
4.0,3.3898484549288606,1.5627391338348389,7.701243877410889,6.1667094230651855,1.4545454545454546,7.2727272727272725,5.181818181818182
4.0,7.067242314143889,4.000312328338623,3.6181771755218506,8.504312515258789,3.7272727272727275,3.6363636363636362,8.454545454545455
4.0,22.322431690379172,6.787066459655762,7.54555606842041,8.566995620727539,6.818181818181818,6.909090909090909,8.09090909090909
4.0,102.6633903810773,7.765481472015381,2.9771335124969482,7.200699329376221,8.454545454545455,2.4545454545454546,7.181818181818182
4.0,101.40057997671478,3.017350435256958,0.34664708375930786,8.845603942871094,3.090909090909091,1.2727272727272727,9.0
4.0,76.59457771571421,1.9513236284255981,1.2333801984786987,4.6572265625,1.9090909090909092,1.0,6.181818181818182
4.0,9.823353623818873,3.5211448669433594,3.951338052749634,6.6821675300598145,3.7272727272727275,3.272727272727273,6.909090909090909
4.0,26.544937148820278,3.2607827186584473,3.8137245178222656,4.162981033325195,3.4545454545454546,2.909090909090909,5.090909090909091
4.0,46.771571177627706,4.369785308837891,3.186882972717285,6.658961296081543,3.7272727272727275,3.1818181818181817,6.090909090909091
4.0,51.54355254609506,3.8573780059814453,0.6900089979171753,9.507149696350098,3.3636363636363638,1.0909090909090908,9.545454545454545
4.0,58.12380917027688,8.674261093139648,8.637121200561523,5.498290061950684,8.181818181818182,9.090909090909092,4.545454545454545
4.0,58.89619867864001,9.622541427612305,8.59487247467041,6.353226184844971,9.454545454545455,9.090909090909092,5.545454545454546
4.0,10.578030277220567,6.757026672363281,4.305364608764648,2.002211332321167,6.636363636363637,3.909090909090909,2.0
4.0,61.68425303337693,9.074174880981445,9.271310806274414,6.107400417327881,9.727272727272727,9.181818181818182,5.454545454545455
4.0,12.752182747741065,5.614388465881348,6.500548839569092,4.8988518714904785,5.545454545454546,6.181818181818182,4.545454545454545
4.0,12.160095612496834,3.744025945663452,4.477919101715088,5.448831558227539,4.090909090909091,4.0,5.545454545454546
4.0,13.083995521357833,6.6707539558410645,6.615918159484863,7.4295454025268555,6.363636363636364,6.2727272727272725,7.090909090909091
4.0,4.3284110002293135,3.276475429534912,9.270232200622559,7.943453788757324,3.0,9.363636363636363,7.545454545454546
4.0,234.41148299763202,6.6245927810668945,3.109208106994629,2.2640950679779053,5.0,4.090909090909091,2.2727272727272725
4.0,31.941989279970432,7.862304210662842,6.292024612426758,7.298573017120361,7.7272727272727275,7.0,6.545454545454546
4.0,7.011656633316927,4.2335991859436035,6.388092517852783,9.148143768310547,4.454545454545455,6.454545454545455,8.727272727272727
4.0,3.8796449355793774,2.9582862854003906,6.848088264465332,1.8155041933059692,2.8181818181818183,7.545454545454546,2.0
4.0,8.935328849363682,4.010991096496582,5.676531791687012,6.225793361663818,3.7272727272727275,6.454545454545455,6.2727272727272725
4.0,17.469368172484113,7.797776222229004,6.795169830322266,4.081248760223389,9.090909090909092,8.0,4.0
4.0,18.001060239852666,3.412619113922119,6.942478656768799,3.6949667930603027,3.8181818181818183,7.636363636363637,4.545454545454545
4.0,51.595986136805614,8.290748596191406,8.92746639251709,5.670775413513184,8.818181818181818,9.636363636363637,4.545454545454545
4.0,15.132080906782278,1.1019119024276733,9.18313980102539,8.764375686645508,1.7272727272727273,7.545454545454546,8.545454545454547
4.0,3.2616675758709532,4.089974403381348,5.210155963897705,5.936167240142822,3.909090909090909,5.2727272727272725,6.0
4.0,37.585019392104535,3.299180030822754,4.146814346313477,5.363614082336426,2.4545454545454546,4.545454545454545,5.363636363636363
4.0,12.784698528959648,2.6490976810455322,10.997888565063477,8.554256439208984,3.1818181818181817,9.90909090909091,8.545454545454547
4.0,25.707022707096854,7.218421936035156,7.288235664367676,1.5872700214385986,6.0,6.0,1.6363636363636362
4.0,123.00603435925649,3.6933202743530273,2.246290445327759,5.4142327308654785,2.3636363636363638,1.6363636363636362,5.090909090909091
4.0,70.83831600540654,8.526631355285645,7.888336658477783,5.645071983337402,9.545454545454545,8.181818181818182,4.909090909090909
4.0,37.183059088663164,9.46066665649414,3.1997900009155273,9.083925247192383,9.818181818181818,3.1818181818181817,8.90909090909091
4.0,18.388026655688712,2.5576932430267334,8.11180591583252,8.3443603515625,1.6363636363636362,9.0,8.636363636363637
4.0,37.450717535252195,8.13942813873291,5.7585954666137695,6.969118595123291,8.272727272727273,5.818181818181818,6.363636363636364
4.0,59.55506797922202,6.171321868896484,6.596258163452148,7.294211387634277,5.454545454545455,6.545454545454546,6.2727272727272725
4.0,2.1845455057768506,2.7558465003967285,2.95674467086792,7.242036819458008,2.8181818181818183,2.909090909090909,7.090909090909091
4.0,32.28486294212277,9.627954483032227,5.980013847351074,7.657619476318359,10.0,6.181818181818182,7.181818181818182
4.0,3.391119398767653,2.92327618598938,5.311244964599609,1.2614796161651611,2.7272727272727275,5.363636363636363,1.4545454545454546
4.0,87.60765612692478,5.503535747528076,3.1163716316223145,8.000842094421387,4.909090909090909,3.0,8.90909090909091
4.0,58.4573521586393,6.336506366729736,5.084002494812012,2.8679122924804688,5.909090909090909,4.272727272727273,2.090909090909091
4.0,13.327637602244105,8.955544471740723,6.448977947235107,4.433206081390381,8.727272727272727,6.636363636363637,4.272727272727273
4.0,10.584615023108267,6.85317325592041,3.6221745014190674,4.643097877502441,6.636363636363637,3.3636363636363638,4.909090909090909
4.0,80.51384254613811,7.3206987380981445,1.3932456970214844,9.586628913879395,6.454545454545455,1.5454545454545454,9.727272727272727
4.0,4.106844178158782,1.221688985824585,7.038655757904053,6.124185562133789,1.0,6.636363636363637,4.636363636363637
4.0,8.791344043290893,3.3701164722442627,7.940395832061768,2.968428134918213,3.272727272727273,6.545454545454546,2.6363636363636367
4.0,19.524361812649037,4.156965255737305,1.6862618923187256,8.555447578430176,4.545454545454545,1.5454545454545454,8.454545454545455
4.0,17.789036268255355,6.92560338973999,8.73405933380127,7.766740322113037,7.090909090909091,8.272727272727273,8.363636363636363
4.0,32.70553704116415,5.063586711883545,7.287302494049072,6.751230239868164,5.2727272727272725,6.181818181818182,5.909090909090909
4.0,40.18159806949977,5.997368812561035,5.363923072814941,7.258251667022705,5.0,5.181818181818182,7.7272727272727275
4.0,54.261245648679605,8.927962303161621,6.015533447265625,10.13734245300293,8.727272727272727,5.454545454545455,9.727272727272727
4.0,20.59840174245737,6.443012714385986,8.780135154724121,7.14495325088501,6.181818181818182,9.727272727272727,7.545454545454546
4.0,58.84014705270986,7.414283752441406,5.815846920013428,5.7211222648620605,7.090909090909091,7.2727272727272725,4.7272727272727275
4.0,1.2387283741833754,2.2643792629241943,3.377790927886963,2.993525743484497,2.3636363636363638,3.6363636363636362,3.0
4.0,20.590433849402935,2.597247838973999,1.2038164138793945,6.032140254974365,2.2727272727272725,1.2727272727272727,5.363636363636363
4.0,97.24042005845135,7.658708095550537,9.734466552734375,4.063715934753418,8.818181818181818,9.636363636363637,3.272727272727273
4.0,1028.8600740102158,8.929600715637207,2.0690317153930664,8.07322883605957,8.727272727272727,1.7272727272727273,9.545454545454545
4.0,35.960613340872605,5.094275951385498,5.195505142211914,9.269132614135742,5.7272727272727275,5.0,9.818181818181818
4.0,83.74062306880384,6.977161407470703,2.476541042327881,3.509356737136841,8.0,2.4545454545454546,3.7272727272727275
4.0,49.711400574661006,5.84266471862793,6.9135894775390625,6.9788689613342285,6.7272727272727275,7.0,6.181818181818182
4.0,14.927363571732577,6.663815021514893,2.8348636627197266,5.812795639038086,6.636363636363637,2.909090909090909,5.454545454545455
4.0,98.86860988192166,2.8492226600646973,3.9592463970184326,0.7571197152137756,4.0,3.1818181818181817,1.0909090909090908
4.0,13.462692292904258,5.625743865966797,7.403604507446289,3.170598030090332,5.636363636363637,7.090909090909091,2.8181818181818183
4.0,18.23155059723757,2.5039875507354736,8.988412857055664,1.863863229751587,1.9090909090909092,9.0,1.0909090909090908
4.0,49.70061685251992,2.1979503631591797,3.4194302558898926,2.3965237140655518,3.0,2.909090909090909,2.5454545454545454
4.0,47.79921984342779,6.031100749969482,6.842565059661865,6.713385581970215,4.7272727272727275,6.090909090909091,7.181818181818182
4.0,5.320923491673891,2.9803178310394287,7.18186616897583,8.230897903442383,3.3636363636363638,7.2727272727272725,8.181818181818182
4.0,21.512584242038386,7.804314613342285,7.0042033195495605,3.655992269515991,6.909090909090909,6.545454545454546,3.7272727272727275
4.0,28.399314891647304,7.9506378173828125,7.940081596374512,4.479494094848633,8.09090909090909,7.181818181818182,4.272727272727273
4.0,2.382867622639262,1.7084413766860962,4.399525165557861,7.005138874053955,1.9090909090909092,4.272727272727273,7.090909090909091
4.0,123.4728496094464,8.922849655151367,3.4399311542510986,0.47369468212127686,8.90909090909091,2.4545454545454546,1.1818181818181819
4.0,23.55694104150994,0.13064461946487427,8.568605422973633,5.6595234870910645,1.0909090909090908,9.363636363636363,5.090909090909091
4.0,5.709966899942028,4.640454292297363,8.390739440917969,10.198975563049316,5.181818181818182,9.272727272727273,9.727272727272727
4.0,8.231449530713531,6.296847820281982,6.778195858001709,8.02171516418457,5.7272727272727275,5.818181818181818,8.181818181818182
4.0,46.91162926835635,0.10313737392425537,5.6374101638793945,9.465540885925293,1.2727272727272727,5.7272727272727275,8.636363636363637
4.0,530.6665046984393,8.966123580932617,1.0286082029342651,2.3937768936157227,9.818181818181818,1.2727272727272727,1.5454545454545454
4.0,3.2844048286997207,1.0633496046066284,8.78160285949707,8.869657516479492,1.2727272727272727,9.181818181818182,7.2727272727272725
4.0,108.14778738612024,4.958041191101074,5.988807201385498,2.0976922512054443,5.363636363636363,4.909090909090909,1.0909090909090908
4.0,8.18688891211127,4.483287811279297,7.402746677398682,8.30567455291748,4.636363636363637,6.454545454545455,8.272727272727273
4.0,3.705515330507193,2.2409863471984863,10.26942253112793,2.9377408027648926,2.5454545454545454,10.0,2.2727272727272725
4.0,106.05838621290253,9.267951965332031,5.460161209106445,6.868622779846191,9.636363636363637,5.181818181818182,7.636363636363637
4.0,13.480354641665137,5.262174129486084,6.832209587097168,8.947945594787598,5.545454545454546,6.181818181818182,9.272727272727273
4.0,104.01582643169745,3.9950332641601562,1.4084261655807495,8.577468872070312,3.1818181818181817,1.4545454545454546,9.272727272727273
4.0,22.384856005859504,2.0736029148101807,2.036503553390503,7.201581001281738,2.3636363636363638,1.3636363636363638,8.09090909090909
4.0,1.2189024500331835,1.6951024532318115,8.612167358398438,7.922236442565918,1.7272727272727273,8.181818181818182,7.363636363636364
4.0,20.6752785399808,3.111267328262329,6.625483989715576,3.9329137802124023,2.3636363636363638,6.181818181818182,4.272727272727273
4.0,6.3203527826290395,3.4908180236816406,5.038000106811523,4.766566753387451,3.1818181818181817,5.090909090909091,4.909090909090909
4.0,3.447905384291415,1.8327988386154175,4.891112804412842,6.607100486755371,1.6363636363636362,5.363636363636363,6.2727272727272725
4.0,86.2607553814604,3.81368088722229,1.6942156553268433,3.6708264350891113,3.3636363636363638,2.0,5.0
4.0,139.58183541906016,6.461256980895996,2.3427839279174805,0.5062965154647827,6.545454545454546,1.7272727272727273,1.3636363636363638
4.0,6.3308160530517235,2.793933868408203,9.949918746948242,3.5804333686828613,3.0,8.363636363636363,3.8181818181818183
4.0,40.53021957570318,3.456850528717041,4.8965253829956055,2.5912232398986816,4.272727272727273,4.7272727272727275,2.7272727272727275
4.0,25.24604637952958,3.128085136413574,6.068719863891602,6.390263557434082,2.4545454545454546,5.0,5.818181818181818
4.0,85.26461264427179,3.2594125270843506,4.711947441101074,4.9133734703063965,3.909090909090909,4.7272727272727275,3.3636363636363638
4.0,8.887144195727668,4.426656246185303,8.632062911987305,1.4729814529418945,3.909090909090909,7.909090909090909,1.9090909090909092
4.0,90.76343812040234,8.370645523071289,4.4808197021484375,1.5141053199768066,9.272727272727273,4.090909090909091,1.4545454545454546
4.0,178.37295932091632,5.387420177459717,2.867093563079834,3.8147826194763184,5.545454545454546,1.6363636363636362,3.7272727272727275
4.0,25.19329571207408,9.595232963562012,1.2894618511199951,2.701404094696045,10.0,1.2727272727272727,2.7272727272727275
4.0,38.61714364065842,1.3465297222137451,2.4058942794799805,8.178009033203125,1.9090909090909092,1.3636363636363638,8.181818181818182
4.0,135.98114859623283,7.92537784576416,3.3021628856658936,10.387266159057617,9.363636363636363,3.5454545454545454,10.0
4.0,5.392951655185123,2.532466173171997,7.038951873779297,8.99520492553711,2.090909090909091,5.818181818181818,9.272727272727273
4.0,63.857202772567454,9.579423904418945,6.8245062828063965,5.031294345855713,9.90909090909091,7.454545454545455,4.272727272727273
4.0,42.85130369740597,9.234993934631348,4.293919086456299,8.454846382141113,9.090909090909092,5.181818181818182,8.363636363636363
4.0,42.27035897547269,3.47104811668396,2.18908429145813,5.8714985847473145,3.090909090909091,1.4545454545454546,5.454545454545455
4.0,18.51559697096015,8.545808792114258,9.110103607177734,2.917604923248291,8.636363636363637,9.181818181818182,2.4545454545454546
4.0,34.06636200063903,9.947789192199707,4.497426509857178,6.6031036376953125,9.727272727272727,4.181818181818182,6.363636363636364
4.0,7.815219805088448,5.100419044494629,2.0565989017486572,2.4827070236206055,4.909090909090909,2.0,2.6363636363636367
4.0,52.89111426066314,-0.2904973030090332,6.917114734649658,0.8101887106895447,1.0,7.818181818181818,1.0
4.0,5.603125853838983,2.356177568435669,3.523228645324707,8.966910362243652,2.090909090909091,3.3636363636363638,8.636363636363637
4.0,8.809425899869062,4.364500522613525,8.263805389404297,9.963899612426758,4.909090909090909,8.181818181818182,10.0
4.0,143.1989288399223,6.057165145874023,4.264664649963379,2.732191562652588,5.0,4.0,1.6363636363636362
4.0,4.035554274176067,3.4993255138397217,6.689183712005615,7.331434726715088,3.3636363636363638,7.363636363636364,7.2727272727272725
4.0,3.7039348145320066,1.8542760610580444,7.07990026473999,5.900135517120361,1.9090909090909092,5.454545454545455,5.818181818181818
4.0,19.269397362669434,1.7114932537078857,7.692719459533691,2.91287899017334,2.3636363636363638,8.272727272727273,1.9090909090909092
4.0,471.89224268911914,9.784132957458496,1.9694015979766846,10.360136032104492,9.818181818181818,2.4545454545454546,9.272727272727273
4.0,1.5511691928661164,3.2272794246673584,8.229330062866211,0.8214510679244995,3.0,7.181818181818182,1.0
4.0,36.19350094574251,7.100886344909668,8.597793579101562,4.202361106872559,9.090909090909092,9.90909090909091,4.090909090909091
4.0,41.4663427619835,8.091472625732422,6.019927501678467,8.621783256530762,9.090909090909092,6.7272727272727275,8.818181818181818
4.0,45.56070946218654,5.40924072265625,4.00648307800293,7.5622453689575195,5.545454545454546,3.7272727272727275,8.272727272727273
4.0,6.293054281854232,2.4023871421813965,3.0449295043945312,8.612136840820312,2.2727272727272725,3.6363636363636362,8.636363636363637
4.0,51.511561896482746,6.300854682922363,7.533182144165039,2.1294384002685547,5.2727272727272725,7.636363636363637,2.090909090909091
4.0,53.69974631199779,6.582362174987793,6.0831451416015625,3.006868362426758,5.909090909090909,6.545454545454546,3.5454545454545454
4.0,28.558110105304074,6.750710487365723,1.5631980895996094,3.0644423961639404,6.545454545454546,2.0,2.7272727272727275
4.0,30.769888498897274,5.364658832550049,7.599329948425293,7.939916610717773,5.636363636363637,5.7272727272727275,8.272727272727273
4.0,379.7835095337463,8.484567642211914,3.7036588191986084,2.9174818992614746,8.818181818181818,3.7272727272727275,1.6363636363636362
4.0,41.39628820593902,9.314960479736328,7.522213459014893,3.605327844619751,9.727272727272727,6.636363636363637,4.0
4.0,52.538262774733575,7.135687351226807,2.3093109130859375,1.688193917274475,7.2727272727272725,2.6363636363636367,1.1818181818181819
4.0,11.474311252266023,3.256880521774292,8.61716079711914,8.611869812011719,2.909090909090909,8.545454545454547,7.454545454545455
4.0,69.43033045563972,6.894847869873047,2.7545034885406494,7.960676670074463,6.7272727272727275,2.7272727272727275,7.363636363636364
4.0,20.49757401241601,7.000117301940918,2.7803006172180176,3.3354177474975586,6.545454545454546,2.4545454545454546,3.272727272727273
4.0,7.136571523351357,5.784454822540283,4.543619632720947,7.92075777053833,5.909090909090909,5.090909090909091,7.818181818181818
4.0,20.64673485302967,7.141086578369141,7.439995765686035,4.67386531829834,7.454545454545455,7.363636363636364,4.272727272727273
4.0,65.15252803239402,9.010250091552734,7.757297039031982,3.060551404953003,9.545454545454545,6.818181818181818,3.0
4.0,12.04370576589801,4.840831756591797,10.004109382629395,6.224520683288574,4.909090909090909,9.636363636363637,7.181818181818182
4.0,68.76624054011626,9.093952178955078,6.737706661224365,9.0634126663208,9.727272727272727,6.454545454545455,8.545454545454547
